Scenario,scenario1_div,scenario2_divGwt2n,scenario3_divGwt,scenario4_IM,scenario5_IMGwt2n,scenario6_IMGwt
Iteration_75,-14779.50568,-13533.05427,-13399.71083,-13632.60403,-13485.25155,-13400.12182
Iteration_76,-14781.67444,-13530.306,-13396.43001,-13633.65781,-13486.1122,-13403.13696
Iteration_77,-14779.40932,-13527.64677,-13395.17818,-13634.18917,-13487.57823,-13398.47411
Iteration_78,-14778.45788,-13528.77799,-13401.21079,-13625.28601,-13485.87742,-13398.64929
Iteration_79,-14780.78724,-13531.46463,-13401.16109,-13633.68228,-13489.16478,-13398.78054
Iteration_80,-14781.87621,-13530.74433,-13400.99548,-13628.57154,-13489.42527,-13397.36031
Iteration_81,-14780.73352,-13530.8358,-13403.03055,-13628.91178,-13487.57583,-13397.37389
Iteration_82,-14779.88121,-13532.09416,-13400.25275,-13632.38849,-13486.08645,-13399.28193
Iteration_83,-14779.9056,-13533.57639,-13401.02319,-13629.40937,-13484.30635,-13400.99032
Iteration_84,-14778.40325,-13529.08211,-13396.4844,-13627.74089,-13486.0844,-13399.94343
Iteration_85,-14781.266,-13529.57688,-13402.61438,-13633.15955,-13486.90878,-13400.09189
Iteration_86,-14778.18138,-13530.52967,-13393.5032,-13627.82593,-13486.41797,-13398.3504
Iteration_87,-14781.74337,-13529.9509,-13396.36732,-13631.71125,-13486.68209,-13399.3149
Iteration_88,-14775.92923,-13532.07584,-13402.27127,-13629.02785,-13486.78005,-13397.57751
Iteration_89,-14777.56769,-13531.5843,-13399.2879,-13628.92055,-13486.24364,-13399.0818
Iteration_90,-14778.65987,-13526.55633,-13400.51137,-13628.82232,-13489.47704,-13399.93318
Iteration_91,-14779.70772,-13532.43138,-13401.40129,-13631.27224,-13487.58645,-13396.35917
Iteration_92,-14780.69484,-13525.35971,-13399.79982,-13627.86214,-13491.71274,-13399.07462
Iteration_93,-14779.5568,-13528.55478,-13399.6026,-13632.89692,-13487.02741,-13402.75853
Iteration_94,-14777.70466,-13529.75769,-13398.40808,-13629.46001,-13488.15178,-13396.5901
Iteration_95,-14777.43587,-13532.13926,-13396.5858,-13632.41446,-13489.47562,-13396.21582
Iteration_96,-14777.25619,-13532.69,-13396.51095,-13631.63339,-13488.6251,-13399.16257
Iteration_97,-14779.64316,-13532.11727,-13398.92026,-13631.0515,-13488.39391,-13402.93649
Iteration_98,-14778.51643,-13529.55962,-13398.2529,-13632.83677,-13483.16488,-13399.04048
Iteration_99,-14777.60614,-13534.20731,-13400.19875,-13631.58407,-13490.30816,-13396.04431
Iteration_100,-14781.54094,-13527.85418,-13396.24211,-13630.58371,-13486.8516,-13398.905
