Scenario,scenario1_div,scenario2_divGwt2n,scenario3_divGwt,scenario4_IM,scenario5_IMGwt2n,scenario6_IMGwt
Iteration_22,-2538.05117,-2192.09574,-2091.69989,-2197.18811,-2041.95825,-2018.2569
Iteration_23,-2538.60841,-2192.3082,-2090.35398,-2198.7337,-2042.3589,-2018.42293
Iteration_24,-2538.46682,-2190.6605,-2091.5104,-2197.13473,-2042.91337,-2018.74316
Iteration_25,-2538.30341,-2191.79004,-2091.82496,-2197.94072,-2042.23053,-2017.56845
Iteration_26,-2539.05536,-2191.07783,-2091.93411,-2197.87973,-2042.13223,-2017.2789
Iteration_27,-2538.53414,-2192.02311,-2092.32624,-2197.9501,-2041.42411,-2017.10141
Iteration_28,-2538.49472,-2191.38987,-2091.7316,-2197.72935,-2041.70395,-2019.89918
Iteration_29,-2538.43624,-2191.9124,-2091.91063,-2197.50952,-2041.3,-2019.50195
Iteration_30,-2538.68337,-2191.43893,-2091.45878,-2197.53355,-2040.77576,-2018.70478
Iteration_31,-2538.60263,-2192.00296,-2091.50597,-2197.2448,-2041.4517,-2019.26883
Iteration_32,-2537.71945,-2192.07439,-2092.77788,-2196.73094,-2042.18181,-2018.13465
Iteration_33,-2538.73079,-2191.22176,-2091.99601,-2197.60379,-2042.22818,-2018.83168
Iteration_34,-2538.70792,-2192.30138,-2092.27804,-2197.73669,-2041.84826,-2019.70572
Iteration_35,-2538.31552,-2191.22737,-2091.99396,-2197.62048,-2042.09198,-2019.18816
Iteration_36,-2538.28821,-2192.2004,-2091.73588,-2198.24754,-2041.19556,-2020.23023
Iteration_37,-2538.45636,-2191.75603,-2092.83046,-2198.41547,-2040.5896,-2020.92508
Iteration_38,-2538.71219,-2191.58565,-2091.37374,-2197.40339,-2042.00354,-2019.28039
Iteration_39,-2538.34251,-2191.88467,-2091.31769,-2196.26015,-2041.16019,-2020.78178
Iteration_40,-2538.59031,-2191.86954,-2091.74544,-2197.09858,-2042.18211,-2019.56975
Iteration_41,-2538.60902,-2191.62331,-2092.08278,-2198.57651,-2042.25393,-2019.2752
Iteration_42,-2538.14537,-2191.82192,-2091.7608,-2196.64634,-2040.9569,-2021.42394
Iteration_43,-2538.46399,-2191.4653,-2092.11727,-2197.60227,-2041.66074,-2015.75495
Iteration_44,-2539.11842,-2191.20735,-2091.82041,-2198.83258,-2042.08425,-2018.85522
Iteration_45,-2538.2051,-2191.4971,-2092.14943,-2197.68381,-2041.81313,-2018.89491
Iteration_46,-2538.25924,-2191.81699,-2092.06524,-2196.66882,-2042.73764,-2018.82
Iteration_47,-2538.01055,-2191.69264,-2092.7341,-2197.83292,-2040.83575,-2017.44082
Iteration_48,-2538.77289,-2191.51219,-2093.31724,-2196.81031,-2041.53552,-2019.70734
Iteration_49,-2537.98208,-2191.46427,-2091.86853,-2197.64319,-2043.14696,-2017.02613
Iteration_50,-2538.9227,-2191.71217,-2091.61514,-2198.02424,-2040.80802,-2018.33545
Iteration_51,-2538.78735,-2191.70421,-2091.66835,-2197.95001,-2040.71494,-2020.48609
Iteration_52,-2537.9909,-2191.72135,-2091.83426,-2197.62423,-2041.84975,-2018.31476
Iteration_53,-2538.29818,-2191.66173,-2092.16507,-2197.847,-2042.56585,-2019.01719
Iteration_54,-2538.49125,-2191.40342,-2091.30019,-2197.08457,-2041.56225,-2020.66319
Iteration_55,-2538.35444,-2191.64799,-2091.54953,-2196.8608,-2042.53014,-2019.15764
Iteration_56,-2538.19978,-2191.39294,-2091.75772,-2197.49839,-2042.06115,-2019.51445
Iteration_57,-2538.24665,-2191.57022,-2091.70999,-2196.94997,-2042.95994,-2020.93707
Iteration_58,-2537.96262,-2191.15365,-2091.8186,-2197.35399,-2041.73237,-2018.55453
Iteration_59,-2538.30222,-2192.32332,-2091.61371,-2197.49171,-2042.85078,-2019.47281
Iteration_60,-2539.21181,-2191.91394,-2091.63093,-2198.24488,-2040.60522,-2020.53312
Iteration_61,-2538.66582,-2191.90878,-2091.48306,-2196.74457,-2041.92773,-2019.55772
Iteration_62,-2539.14571,-2191.46529,-2091.99363,-2197.68428,-2041.86376,-2019.51482
Iteration_63,-2538.55918,-2190.9457,-2092.11064,-2197.87824,-2041.44333,-2019.30719
Iteration_64,-2539.01872,-2191.24102,-2091.63772,-2197.65578,-2041.89973,-2019.25002
Iteration_65,-2538.29342,-2191.55459,-2091.64896,-2198.36522,-2042.16833,-2019.51881
Iteration_66,-2538.57257,-2192.35961,-2090.94223,-2198.38399,-2041.3803,-2019.40149
Iteration_67,-2538.97995,-2191.66228,-2092.29264,-2196.75381,-2040.88891,-2018.66284
Iteration_68,-2538.81963,-2192.66794,-2091.46084,-2196.92102,-2040.72351,-2019.44776
Iteration_69,-2538.7311,-2192.23717,-2091.58323,-2197.2938,-2041.89429,-2019.66728
Iteration_70,-2538.46432,-2191.58893,-2091.612,-2197.4527,-2042.76607,-2018.95034
Iteration_71,-2538.21638,-2191.45651,-2091.50045,-2196.63201,-2042.38545,-2019.34752
Iteration_72,-2537.74226,-2191.61537,-2091.70978,-2196.78303,-2041.35546,-2021.65302
Iteration_73,-2538.61501,-2191.72816,-2092.01528,-2196.08932,-2041.07954,-2017.78662
Iteration_74,-2538.56856,-2191.55876,-2092.7843,-2197.61084,-2040.88727,-2020.74419
Iteration_75,-2538.86497,-2191.56292,-2091.75217,-2197.51583,-2042.09629,-2017.87085
Iteration_76,-2538.80583,-2190.94177,-2092.16691,-2197.70193,-2041.09634,-2019.56232
Iteration_77,-2538.93962,-2191.48108,-2091.47338,-2197.59398,-2042.27671,-2015.6289
Iteration_78,-2539.14048,-2191.95746,-2091.52137,-2197.12064,-2041.93788,-2019.81024
Iteration_79,-2538.64856,-2191.26434,-2091.48625,-2196.6307,-2041.50956,-2018.2403
Iteration_80,-2538.72217,-2191.66389,-2091.52762,-2197.10948,-2041.32185,-2017.39485
Iteration_81,-2538.75616,-2192.01823,-2091.43827,-2197.44283,-2041.96822,-2019.38939
Iteration_82,-2538.66061,-2192.02942,-2092.31854,-2196.49948,-2041.94373,-2020.65574
Iteration_83,-2538.8041,-2191.63555,-2091.07581,-2197.06074,-2042.55775,-2018.86783
Iteration_84,-2538.61536,-2191.42588,-2092.02704,-2197.1486,-2042.14081,-2019.11207
Iteration_85,-2538.48598,-2192.32643,-2092.50456,-2197.31124,-2042.82482,-2019.98916
Iteration_86,-2538.39785,-2191.84701,-2091.83027,-2197.17691,-2041.93999,-2020.49538
Iteration_87,-2538.99464,-2191.93945,-2090.60531,-2197.52002,-2042.27116,-2019.23772
Iteration_88,-2538.40195,-2191.76099,-2091.28926,-2198.23986,-2040.59242,-2018.31003
Iteration_89,-2538.46265,-2192.53064,-2091.22005,-2196.52736,-2041.91778,-2021.84361
Iteration_90,-2538.55632,-2191.15514,-2091.70692,-2198.13182,-2041.59045,-2018.57947
Iteration_91,-2538.97426,-2191.57548,-2092.04398,-2197.02131,-2041.16373,-2018.36803
Iteration_92,-2538.34341,-2191.06676,-2091.60688,-2196.73009,-2042.3121,-2019.04357
Iteration_93,-2539.42561,-2192.06844,-2091.27965,-2198.18142,-2041.76059,-2020.25488
Iteration_94,-2538.22087,-2191.49424,-2091.79858,-2196.80688,-2041.56842,-2019.76768
Iteration_95,-2538.88328,-2191.68148,-2091.97433,-2198.91941,-2040.45752,-2017.48009
Iteration_96,-2538.7273,-2192.38114,-2091.77078,-2197.51605,-2041.83988,-2019.1661
Iteration_97,-2537.45194,-2191.21457,-2092.12475,-2197.25403,-2041.99673,-2018.40826
Iteration_98,-2538.26973,-2192.14946,-2090.70602,-2198.49631,-2041.29734,-2020.26246
Iteration_99,-2538.42093,-2191.47506,-2090.71271,-2197.63379,-2043.14863,-2018.70651
Iteration_100,-2537.77998,-2191.31716,-2091.14212,-2197.65919,-2041.67121,-2018.35033
