Scenario,scenario1_div,scenario2_divGwt2n,scenario3_divGwt,scenario4_IM,scenario5_IMGwt2n,scenario6_IMGwt
Iteration_76,-26122.98856,-22587.7594,-21524.48066,-22622.29522,-21024.93427,-20737.53649
Iteration_77,-26125.96411,-22597.02041,-21517.77545,-22614.05831,-21012.87216,-20740.108
Iteration_78,-26126.76966,-22603.2356,-21516.01023,-22614.26868,-21020.3052,-20752.32416
Iteration_79,-26125.72392,-22588.51836,-21514.74595,-22615.14672,-21011.93277,-20750.31882
Iteration_80,-26125.39541,-22590.478,-21519.726,-22608.88212,-21006.64454,-20753.39118
Iteration_81,-26126.94323,-22594.57308,-21518.30554,-22610.49679,-21006.91766,-20746.75311
Iteration_82,-26126.84,-22597.88784,-21511.92203,-22604.35478,-21004.00417,-20745.29296
Iteration_83,-26124.57855,-22592.90062,-21518.51312,-22622.80397,-21017.04928,-20752.54987
Iteration_84,-26127.93674,-22594.39411,-21521.93465,-22612.33157,-21004.84433,-20739.69874
Iteration_85,-26128.67329,-22590.52606,-21511.15007,-22605.59985,-21005.63823,-20753.64424
Iteration_86,-26117.70117,-22590.26411,-21520.00794,-22612.20066,-21011.93448,-20749.44716
Iteration_87,-26122.4542,-22592.66692,-21517.76751,-22610.03022,-21018.90882,-20747.48732
Iteration_88,-26126.6332,-22590.45615,-21512.97913,-22606.88084,-21021.27973,-20746.65033
Iteration_89,-26127.86063,-22598.93538,-21521.44274,-22605.25302,-21006.2274,-20750.03919
Iteration_90,-26118.74124,-22598.63262,-21518.7649,-22609.91533,-21008.22829,-20746.30177
Iteration_91,-26123.7769,-22598.32439,-21518.00958,-22602.61756,-21007.76588,-20752.21524
Iteration_92,-26125.05007,-22594.65776,-21512.71141,-22604.77844,-21014.49529,-20750.15843
Iteration_93,-26125.25737,-22597.32902,-21517.44787,-22621.92231,-21002.57091,-20751.97602
Iteration_94,-26129.60593,-22591.16481,-21513.92458,-22596.38148,-21006.13966,-20750.20304
Iteration_95,-26124.03453,-22593.94906,-21522.58977,-22610.61228,-21018.70132,-20753.95693
Iteration_96,-26125.92351,-22599.74216,-21519.21034,-22627.53662,-21022.5731,-20749.046
Iteration_97,-26119.87641,-22587.74512,-21523.83179,-22611.62109,-21006.62396,-20749.91551
Iteration_98,-26119.8104,-22593.49428,-21516.63879,-22594.76866,-20997.43842,-20739.71533
Iteration_99,-26119.15315,-22589.20923,-21514.39565,-22614.30895,-21029.58286,-20753.16373
Iteration_100,-26128.71999,-22594.46659,-21518.67815,-22610.96785,-21007.60857,-20736.23616
